county,account_id,owner_name,mailing_address,parcel_address,city,zip,assessed_value,use_code,prop_type
Collin,R-1467-002-003D-1,BOBADILLA MARIO &,"3708 CLOUDCREST DR, PLANO, TX 75074-7766",705 N STATE HWY 78,WYLIE,75098,120710,C1,Commercial
Collin,R-6431-000-0220-1,VAN ALSTYNE CITY OF,"207 JEFFERSON ST E, VAN ALSTYNE, TX 75495-0247",STATE HWY 5,VAN ALSTYNE,75495,7440,EXEMPT,Commercial
Collin,R-0039-001-0010-1,PLANO BETHANY BIBLE FELLOWSHIP,"3300 W PARKER RD, PLANO, TX 75075-1799",3300 W PARKER RD,PLANO,75075,1598721,EXEMPT,Commercial
Collin,R-0040-000-0010-1,ONCOR ELECTRIC DELIVERY COMPANY,"PO BOX 139100, DALLAS, TX 75313-9100",,PLANO,,30938,J3,Commercial
Collin,R-0040-000-0020-1,TENTH STREET INDUSTRIES LP,"PO BOX 940529, PLANO, TX 75094-0529",901 10TH ST,PLANO,75074,1700000,HI-STIB,Commercial
Collin,R-0040-000-0030-1,TCRG OPPORTUNITY XXI LLC,"5201 CAMP BOWIE BLVD STE 200, FORT WORTH, TX 76107-4878",10TH ST,PLANO,75024,4718,C1,Commercial
Collin,R-2284-010-1130-1,FAIRWAYS OF SHERRILL PARK,"1024 S GREENVILLE AVE STE 230, ALLEN, TX 75002-3351",1707 WAVERLY CT,RICHARDSON,75082,1050,F1,Commercial
Collin,R-2284-010-1140-1,FAIRWAYS OF SHERRILL PARK,"1024 S GREENVILLE AVE STE 230, ALLEN, TX 75002-3351",1714 WAVERLY CT,RICHARDSON,75082,1000,F1,Commercial
Collin,R-2284-010-114A-1,FAIRWAYS OF SHERRILL PARK,"1024 S GREENVILLE AVE STE 230, ALLEN, TX 75002-3351",WAVERLY CT,RICHARDSON,75082,1000,F1,Commercial
Collin,R-2302-00A-003A-1,REGENCY INVESTMENT PROPERTIES INC,"507 PRESTIGE CIR, ALLEN, TX 75002-3438",507 PRESTIGE CIR,ALLEN,75002,1221507,OMTLR1-3,Commercial
Collin,R-2294-00A-0030-1,B.H. 1410 EAST RENNER ROAD LLC,"PO BOX 49993, LOS ANGELES, CA 90049-0993",1410 E RENNER RD,RICHARDSON,75082,15718000,OMTLR1-3,Commercial
Collin,R-2292-001-002A-1,GSA VENTURES LLC,"443 CRESTOVER CIR, RICHARDSON, TX 75080-2529",6837 COIT RD,PLANO,75024,778268,MDO,Commercial
Collin,R-2292-001-0030-1,REDDING-MCHARGUE PARTNERSHIP,"6833 COIT RD STE 100, PLANO, TX 75024-5400",6833 COIT RD,PLANO,75024,1191050,MDO,Commercial
Collin,R-2298-001-0010-1,GOODFIRE LLC,"61-282 KAMEHAMEHA HWY, HALEIWA, HI 96712-1332",2105 W 15TH ST,PLANO,75075,1118167,ARS,Commercial
Collin,R-2298-001-0020-1,HEAJ INVESTMENTS INC,"515 GENE AUTRY LN, MURPHY, TX 75094-2624",1505 CUSTER RD,PLANO,75075,1234915,SSCW,Commercial
Collin,R-2298-001-0030-1,CALLOWAYS NURSERY INC,"9003 AIRPORT FWY STE 340, NORTH RICHLAND HILLS, TX 76180-7771",CUSTER RD,PLANO,75075,716273,PL,Commercial
Collin,R-1023-006-013B-1,CAWLFIELD FAMILY TRUST,"4045 PRESTON LAKES CIR, CELINA, TX 75009-2284",129 N OHIO DR,CELINA,75009,198007,ROS,Commercial
Collin,R-2305-00A-0010-1,CMDV LLC,"2405 E STATE HIGHWAY 121, LEWISVILLE, TX 75056-5011",3961 LEGACY DR,PLANO,75023,1149944,CS,Commercial
Collin,R-2305-00A-002R-1,HG TT OWNER LLC,"1 TOWER LN STE 400, OAKBROOK TERRACE, IL 60181-4618",3941-3949 LEGACY DR,PLANO,75023,14125000,NBHDC,Commercial
Collin,R-2311-00A-0010-1,ENCORE REALTY CO,"14504 BOGERT PKWY, OKLAHOMA CITY, OK 73134-2629",721 JUPITER RD,PLANO,75074,512567,FFR,Commercial
Collin,R-2311-00A-0020-1,F9 PROPERTIES LLC,"2350 WO SMITH DR, LAWRENCEBURG, TN 38464-7387",2401 E PLANO PKWY,PLANO,75074,1577800,WHO-MTIB,Commercial
Collin,R-6890-004-1440-1,USA,"UNKNOWN, 00000",,,,2000,F1,Commercial
Collin,R-2295-00A-0010-1,KCP RE LLC,"5005 MEADOWS RD STE 200, LAKE OSWEGO, OR 97035-4288",6525 CUSTER RD,PLANO,75023,775000,PSDF,Commercial
Collin,R-2299-001-0010-1,CITIZENS CHURCH,"4501 LEGACY DR, PLANO, TX 75024-2127",4501 LEGACY DR,PLANO,75024,9227715,EXEMPT,Commercial
Collin,R-2307-00A-001R-1,COIT/LEGACY LIMITED PARTNERSHIP,"301 S SHERMAN ST STE 100, RICHARDSON, TX 75081-4176",6909 COIT RD,PLANO,75024,4708500,NBHDC,Commercial
Collin,R-2312-00A-0010-1,ALHAMZAWI HUDA,"2905 S GARLAND AVE, GARLAND, TX 75041-2603",6800 INDEPENDENCE PKWY,PLANO,75023,1180000,PSDF,Commercial
Collin,R-6305-001-0330-1,ROSAMOND BAPTIST CHURCH,"PO BOX 264, ANNA, TX 75409-0264",4420 FM 2862,ANNA,75409,197263,EXEMPT,Commercial
Collin,R-7009-000-0020-1,BATES MARITAL EXEMPT TRUST,"4660 COUNTY ROAD 1006, MCKINNEY, TX 75071-6614",2720 S COIT RD,CELINA,75009,58640,F1,Commercial
Collin,R-0856-004-030A-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",S KENTUCKY ST,MCKINNEY,75069,210342,EXEMPT,Commercial
Collin,R-6864-000-0390-1,NORTH COLLIN SPECIAL UTILITY DISTRICT,"2333 SAM RAYBURN HWY, MELISSA, TX 75454-0343",1044 COUNTY ROAD 278,MELISSA,75454,726399,EXEMPT,Commercial
Collin,R-6820-000-0480-1,JONVITCH INC,"216 N RUSTIC TRL, WYLIE, TX 75098-4317",216 N RUSTIC TRL,WYLIE,75098,614880,PSDF,Commercial
Collin,R-1439-00A-001B-1,FIRST CHRISTIAN CHURCH,"813 E 15TH ST, PLANO, TX 75074-5805",1520 G AVE,PLANO,75074,479969,EXEMPT,Commercial
Collin,R-0982-028-003A-1,SAFAVI BOSHRA,"5560 HIDDEN CREEK LN, FRISCO, TX 75036-2613",6841 ASH ST,FRISCO,75034,554163,WHO-STIB,Commercial
Collin,R-2169-000-008B-1,CHANDRARUP LLC,"16655 S AVENUE A 1/2, SOMERTON, AZ 85350-7629",,,,51158,C1,Commercial
Collin,R-6271-000-0039-1,RICHARDSON CITY OF,"2360 CAMPBELL CRK BLVD STE 525, RICHARDSON, TX 75082-4424",2785 BRAND RD,RICHARDSON,75082,65083,F1,Commercial
Collin,R-6557-002-1640-1,BLUE RIDGE CITY OF,"108 W JAMES ST, BLUE RIDGE, TX 75424-4375",,BLUE RIDGE,75424,340000,EXEMPT,Commercial
Collin,R-2317-001-0010-1,CLK PROPERTY INVESTMENTS LLC,"201 N ESPLANADE, ALPHARETTA, GA 30009-3157",2121 LEGACY DR,PLANO,75023,1049223,ARS,Commercial
Collin,R-1878-013-0160-1,KREYMER D INC,"2324 COURTLAND ST, WEST ORANGE, TX 77630-7120",,WYLIE,75098,1000,F1,Commercial
Collin,R-6228-000-0090-1,JOSEPHINE CITY OF,"PO BOX 99, JOSEPHINE, TX 75164-0099",COUNTY ROAD 689,JOSEPHINE,75173,19840,EXEMPT,Commercial
Collin,R-6857-000-0260-1,ONCOR ELECTRIC DELIVERY COMPANY,"PO BOX 139100, DALLAS, TX 75313-9100",E PARKER RD,PLANO,75074,9360,J3,Commercial
Collin,R-2131-000-007B-1,CALDWELL D L,"PO BOX 812, PRINCETON, TX 75407-0812",300 COTTRELL LN,PRINCETON,75407,171731,F1,Commercial
Collin,R-1309-00H-0150-1,17772 PRESTON LLC,"17772 PRESTON RD STE 100, DALLAS, TX 75252-5778",17772 PRESTON RD,DALLAS,75252,1274078,OC,Commercial
Collin,R-1309-00H-0160-1,MUZO INVESTMENTS LTD,"17764 PRESTON RD STE 200, DALLAS, TX 75252-5713",17764 PRESTON RD,DALLAS,75252,925000,OC,Commercial
Collin,R-1309-00H-0170-1,TC FUELS LP,"PO BOX 1146, ATLANTA, TX 75551-1146",17774 PRESTON RD,DALLAS,75252,950000,OC,Commercial
Collin,R-1309-00H-0180-1,VANT HOLDINGS INC,"13601 PRESTON RD STE 400W, DALLAS, TX 75240-5206",17766 PRESTON RD,DALLAS,75252,1274078,OC,Commercial
Collin,R-1309-00H-0190-1,ECM 17776 GP INC,"17776 PRESTON RD STE 100, DALLAS, TX 75252-5736",17776 PRESTON RD,DALLAS,75252,1000000,OC,Commercial
Collin,R-1309-00H-0200-1,ANAND PROPERTIES LLC,"2405 HIGHLAND DR, COLLEYVILLE, TX 76034-5311",17768 PRESTON RD,DALLAS,75252,1114894,OC,Commercial
Collin,R-1309-00H-0210-1,ARENDA LLC,"17778 PRESTON RD FRNT, DALLAS, TX 75252-5660",17778 PRESTON RD,DALLAS,75252,905500,OC,Commercial
Collin,R-1309-00H-0220-1,UNITED FOOD & COMMERCIAL WORKERS LOCAL UNION NO 540,"17780 PRESTON RD, DALLAS, TX 75252-4601",17780 PRESTON RD,DALLAS,75252,1505419,OC,Commercial
Collin,R-2319-000-0000-1,ALLEN ISD,"PO BOX 487, ALLEN, TX 75013-0009",820 COTTONWOOD DR,ALLEN,75002,4291490,EXEMPT,Commercial
Collin,R-2334-00A-0590-1,CLUBCORP GOLF OF TEXAS LP,"PO BOX 2539, SAN ANTONIO, TX 78299-2539",2210 OLD MCGARRAH RD,MCKINNEY,75072,165000,GCDR,Commercial
Collin,R-2334-00G-0040-1,STONEBRIDGE RANCH COMMUNITY ASSOCIATION INC,"6201 VIRGINIA PKWY, MCKINNEY, TX 75071-5505",2009 OLD MCGARRAH RD,MCKINNEY,75072,150,F1,Commercial
Collin,R-1418-002-008B-1,DRM REALTY LP,"PO BOX 8008, MCKINNEY, TX 75070-8008",404 MCKINNEY PKWY,MCKINNEY,75071,997920,WHO-MTIB,Commercial
Collin,R-2329-000-0010-1,POPE RICHARD E,"3727 STATE HWY 78 N, FARMERSVILLE, TX 75442-5216",15750 FM 2756,FARMERSVILLE,75442,758623,SSF,Commercial
Collin,R-2328-00A-0010-1,WIZARDS SMOKE SHOP LLC,"5048 N CENTRAL EXPY, PLANO, TX 75074-2234",5048 CENTRAL EXPY,PLANO,75074,1087899,FSR,Commercial
Collin,R-2328-00A-0020-1,ASKARI PROPERTIES LLC,"605 18TH ST, PLANO, TX 75074-5601",CENTRAL EXPY,PLANO,75074,709672,C1,Commercial
Collin,R-2327-00A-0010-1,LEVY PARKWAY CROSSING ASSOCIATES LLC,"9015 MOUNTAIN RIDGE DR STE 350, AUSTIN, TX 78759-8487",800 CENTRAL EXPY,PLANO,75074,4300007,NBHDC,Commercial
Collin,R-2327-00A-0020-1,LEVY PARKWAY CROSSING ASSOCIATES LLC,"9015 MOUNTAIN RIDGE DR STE 350, AUSTIN, TX 78759-8487",800 CENTRAL EXPY,PLANO,75074,4658340,NBHDC,Commercial
Collin,R-2332-00A-001A-1,CF PLANTATION ARCIS LLC,"8343 DOUGLAS AVE STE 200, DALLAS, TX 75225-5887",4701 PLANTATION LN,FRISCO,75035,2904849,GCDR,Commercial
Collin,R-6220-002-0880-1,SHANHOLTZER RICHARD,"10050 N AMERICAN LN, MCKINNEY, TX 75071-6553",10050 NORTH AMERICAN LN,MCKINNEY,75071,140263,AH,Commercial
Collin,R-6035-002-0450-1,FROGNOT SPECIAL UTILITY DISTRICT,"PO BOX 400, BLUE RIDGE, TX 75424-0400",14560 FM 981,BLUE RIDGE,75424,542473,EXEMPT,Commercial
Collin,R-2119-000-00KB-1,ARIA HOLDINGS LLC,"22 PRESTIGE CIR STE 200, ALLEN, TX 75002-3441",22 PRESTIGE CIR,ALLEN,75002,1767000,OMTLR1-3,Commercial
Collin,R-6165-001-0340-1,KIM HYANG SUN,"7405 BROOKDALE DR, PLANO, TX 75024-4824",7522 SAM RAYBURN HWY,ANNA,75409,160978,ARS,Commercial
Collin,R-6281-000-0300-1,RICHARDSON CITY OF,"2360 CAMPBELL CRK BLVD STE 525, RICHARDSON, TX 75082-4424",NORTH STAR RD,RICHARDSON,75082,333089,F1,Commercial
Collin,R-6281-000-0310-1,RICHARDSON CITY OF,"2360 CAMPBELL CRK BLVD STE 525, RICHARDSON, TX 75082-4424",4428 BECK DR,RICHARDSON,75082,1704850,F1,Commercial
Collin,R-6332-000-0390-1,RICHARDSON CITY OF,"2360 CAMPBELL CRK BLVD STE 525, RICHARDSON, TX 75082-4424",,RICHARDSON,75082,104363,EXEMPT,Commercial
Collin,R-6332-000-0400-1,RICHARDSON CITY OF,"2360 CAMPBELL CRK BLVD STE 525, RICHARDSON, TX 75082-4424",,RICHARDSON,75082,171229,EXEMPT,Commercial
Collin,R-6332-000-0410-1,RICHARDSON CITY OF,"2360 CAMPBELL CRK BLVD STE 525, RICHARDSON, TX 75082-4424",3404 MORONEY DR,RICHARDSON,75082,1034456,EXEMPT,Commercial
Collin,R-6332-000-0420-1,RICHARDSON CITY OF,"2360 CAMPBELL CRK BLVD STE 525, RICHARDSON, TX 75082-4424",E RENNER RD,RICHARDSON,75082,293839,F1,Commercial
Collin,R-6281-000-0320-1,RICHARDSON CITY OF,"2360 CAMPBELL CRK BLVD STE 525, RICHARDSON, TX 75082-4424",NORTH STAR RD,RICHARDSON,75082,59762,F1,Commercial
Collin,R-6471-001-0990-1,FARMERSVILLE CITY OF,"205 S MAIN ST, FARMERSVILLE, TX 75442-2209",ELM ST,FARMERSVILLE,75442,31084,F1,Commercial
Collin,R-2358-00A-0050-1,SKIPPER BEVERAGE COMPANY INC,"PO BOX 691490, SAN ANTONIO, TX 78269-1490",7887 MCCALLUM BLVD,DALLAS,75252,800000,CS,Commercial
Collin,R-2357-000-0000-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",,ALLEN,,81435,F1,Commercial
Collin,R-2346-002-0020-1,KNOCHE LP,"14319 HUGHES LN, DALLAS, TX 75254-8501",3001 W SPRING CREEK PKWY,PLANO,75023,806614,FSR,Commercial
Collin,R-2354-001-0010-1,VICTRON STORES LP,"PO BOX 2599, WAXAHACHIE, TX 75168-8599",2201 LEGACY DR,PLANO,75023,957391,CS,Commercial
Collin,R-2349-00A-0010-1,ANDERTON PATSY B,"8463 FM 1565, ROYSE CITY, TX 75189-7807",1320 14TH ST,PLANO,75074,503889,OR,Commercial
Collin,R-2350-000-0000-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",CHAPARRAL RD,PLANO,75074,29300,EXEMPT,Commercial
Collin,R-2352-001-0010-1,MAP ALLEN LLC,"PO BOX 763, SAFETY HARBOR, FL 34695-0763",707 E MAIN ST,ALLEN,75002,621806,FFR,Commercial
Collin,R-0805-001-0380-1,SHOBHANA PATEL LLC,"500 SW 116 AVE, PORTLAND, OR 97225-5937",1415 PARKER RD,WYLIE,75098,362500,SSF,Commercial
Collin,R-1613-00A-6500-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6500 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00A-6502-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6502 E MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00A-6504-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6504 E MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00A-6506-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6506 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00B-6508-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6508 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00B-6510-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6510 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00B-6512-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6512 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00B-6514-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6514 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00C-6509-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6509 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00C-6511-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6511 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00C-6513-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6513 E MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00C-6515-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6515 E MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00D-6516-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6516 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00D-6518-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6518 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00D-6520-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6520 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00D-6522-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6522 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00E-6517-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6517 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00E-6519-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6519 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00E-6521-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6521 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00E-6523-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6523 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00F-6524-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6524 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00F-6526-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6526 E MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00F-6528-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6528 E MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00F-6530-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6530 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00H-6532-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6532 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00H-6534-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6534 E MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00H-6536-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6536 E MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00H-6538-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6538 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00I-6535-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6535 E MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00I-6537-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6537 E MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00I-6539-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6539 E MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00I-6541-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6541 E MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00I-6543-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6543 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00I-6545-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6545 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00J-6540-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6540 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00J-6542-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6542 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00J-6544-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6544 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00J-6546-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6546 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00K-6548-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6548 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00K-6550-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6550 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00K-6552-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6552 E MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00L-9010-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",901 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00L-9030-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",903 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00L-9050-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",905 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00L-9070-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",907 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00L-9090-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",909 N MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00L-9110-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",911 N MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00M-9130-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",913 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00M-9150-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",915 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00M-9170-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",917 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00M-9190-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",919 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00M-9210-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",921 N MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00M-9230-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",923 N MEDALIST CIR,PLANO,75023,142450,MFU,Commercial
Collin,R-1613-00N-9250-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",925 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00N-9270-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",927 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00N-9290-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",929 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00N-9310-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",931 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00O-9330-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",933 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00O-9350-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",935 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00O-9370-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",937 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00O-9390-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",939 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00P-9410-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",941 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00P-9430-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",943 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00P-9450-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",945 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00P-9470-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",947 N MEDALIST CIR,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00Q-6500-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6500 GOLD LN,PLANO,75023,122100,MFU,Commercial
Collin,R-1613-00Q-6502-1,URBAN HIGH POINT LP,"3625 N HALL ST STE 610, DALLAS, TX 75219-5121",6502 GOLD LN,PLANO,75023,122100,MFU,Commercial
